timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1532065098396,315,41 /auth/login,200,OK,Thread Group 1-2,text,true,,1887,421,8,8,315,0,0
1532065098398,324,41 /auth/login,200,OK,Thread Group 1-3,text,true,,1932,426,8,8,324,0,0
1532065095432,3432,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-8,text,true,,191430,1269,8,8,2692,0,1033
1532065097617,1313,3 /api/Ticket/create,200,OK,Thread Group 1-4,text,true,,582,1295,8,8,1313,0,1049
1532065097471,1623,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-5,text,true,,47971,1123,8,8,1374,0,1025
1532065098712,1541,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-2,text,true,,192779,1189,8,8,743,0,0
1532065097854,2399,41 /auth/login,400,Bad Request,Thread Group 1-1,text,false,,617,421,8,8,2399,0,1025
1532065098930,1354,41 /auth/login,200,OK,Thread Group 1-4,text,true,,2027,421,8,8,1354,0,0
1532065099094,1282,3 /api/Ticket/create,200,OK,Thread Group 1-5,text,true,,582,1296,8,8,1282,0,0
1532065097810,2566,3 /api/Ticket/create,200,OK,Thread Group 1-6,text,true,,582,1362,8,8,2566,0,1039
1532065098663,1714,3 /api/Ticket/create,200,OK,Thread Group 1-7,text,true,,582,1388,8,8,1714,0,1025
1532065098865,1512,3 /api/Ticket/create,200,OK,Thread Group 1-8,text,true,,582,1441,8,8,1512,0,1041
1532065098723,1894,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-3,text,true,,192779,1215,8,8,1095,0,0
1532065100379,278,41 /auth/login,200,OK,Thread Group 1-8,text,true,,1887,421,8,8,278,0,0
1532065100379,296,41 /auth/login,200,OK,Thread Group 1-7,text,true,,1932,426,8,8,296,0,0
1532065100255,1335,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-1,,false,,515,404,8,8,1335,0,1051
1532065100255,1634,3 /api/Ticket/create,200,OK,Thread Group 1-2,text,true,,582,1362,8,8,1634,0,1049
1532065100658,1273,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-8,text,true,,194779,1189,8,8,503,0,0
1532065101591,592,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-1,,false,,515,568,8,8,592,0,0
1532065100378,1815,41 /auth/login,400,Bad Request,Thread Group 1-6,text,false,,617,421,8,8,1815,0,1035
1532065100378,1836,41 /auth/login,200,OK,Thread Group 1-5,text,true,,1771,424,8,8,1836,0,1045
1532065101890,397,41 /auth/login,200,OK,Thread Group 1-2,text,true,,2027,421,8,8,397,0,0
1532065100619,1696,3 /api/Ticket/create,200,OK,Thread Group 1-3,text,true,,582,1387,8,8,1696,0,1024
1532065100286,2412,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-4,text,true,,195430,1269,8,8,1667,0,1032
1532065102194,602,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-6,,false,,515,404,8,8,602,0,0
1532065102183,656,41 /auth/login,200,OK,Thread Group 1-1,text,true,,1771,424,8,8,656,0,0
1532065102316,581,41 /auth/login,400,Bad Request,Thread Group 1-3,text,false,,617,421,8,8,580,0,0
1532065101933,1297,3 /api/Ticket/create,200,OK,Thread Group 1-8,text,true,,582,1362,8,8,1297,0,1020
1532065102215,1015,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-5,text,true,,49273,1123,8,8,761,0,0
1532065100676,2666,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-7,text,true,,196099,1215,8,8,1913,0,1040
1532065103232,279,41 /auth/login,200,OK,Thread Group 1-8,text,true,,1887,421,8,8,279,0,0
1532065102796,1431,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-6,,false,,515,568,8,8,1431,0,1033
1532065102897,1337,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-3,,false,,515,404,8,8,1337,0,1034
1532065102288,2268,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-2,text,true,,196750,1269,8,8,1517,0,1070
1532065102699,1914,3 /api/Ticket/create,200,OK,Thread Group 1-4,text,true,,582,1441,8,8,1914,0,1052
1532065104235,417,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-3,,false,,515,568,8,8,417,0,0
1532065104229,538,41 /auth/login,200,OK,Thread Group 1-6,text,true,,1932,426,8,8,538,0,0
1532065103231,1696,3 /api/Ticket/create,200,OK,Thread Group 1-5,text,true,,582,1296,8,8,1696,0,1028
1532065104653,292,41 /auth/login,200,OK,Thread Group 1-3,text,true,,1771,424,8,8,292,0,0
1532065104614,343,41 /auth/login,200,OK,Thread Group 1-4,text,true,,2027,421,8,8,342,0,0
1532065103343,1655,3 /api/Ticket/create,200,OK,Thread Group 1-7,text,true,,582,1387,8,8,1655,0,1058
1532065103512,1496,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-8,text,true,,196750,1189,8,8,755,0,0
1532065102840,2233,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-1,text,true,,49273,1123,8,8,1987,0,1061
1532065104928,790,41 /auth/login,400,Bad Request,Thread Group 1-5,text,false,,617,421,8,8,790,0,0
1532065105000,731,41 /auth/login,200,OK,Thread Group 1-7,text,true,,1887,421,8,8,731,0,0
1532065104557,1201,3 /api/Ticket/create,200,OK,Thread Group 1-2,text,true,,582,1442,8,8,1201,0,484
1532065105759,263,41 /auth/login,200,OK,Thread Group 1-2,text,true,,1932,426,8,8,263,0,0
1532065104768,1492,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-6,text,true,,198097,1215,8,8,738,0,0
1532065104946,1675,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-3,text,true,,49924,1123,8,8,1391,0,1019
1532065105009,2174,3 /api/Ticket/create,200,OK,Thread Group 1-8,text,true,,582,1361,8,8,2174,0,1028
1532065105074,2355,3 /api/Ticket/create,200,OK,Thread Group 1-1,text,true,,582,1296,8,8,2355,0,1025
1532065106622,836,3 /api/Ticket/create,200,OK,Thread Group 1-3,text,true,,582,1295,8,8,836,0,0
1532065105719,1743,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-5,,false,,515,404,8,8,1743,0,1055
1532065104958,2667,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-4,text,true,,198775,1269,8,8,1927,0,1050
1532065107463,456,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-5,,false,,515,568,8,8,456,0,0
1532065106023,1947,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-2,text,true,,199426,1215,8,8,1187,0,0
1532065106261,1710,3 /api/Ticket/create,200,OK,Thread Group 1-6,text,true,,582,1388,8,8,1710,0,1041
1532065107430,851,41 /auth/login,200,OK,Thread Group 1-1,text,true,,1771,424,8,8,851,0,500
1532065107972,346,41 /auth/login,200,OK,Thread Group 1-6,text,true,,1932,426,8,8,346,0,0
1532065105732,2824,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-7,text,true,,199426,1189,8,8,1990,0,1040
1532065107184,1378,41 /auth/login,200,OK,Thread Group 1-8,text,true,,2027,421,8,8,1378,0,1096
1532065107920,798,41 /auth/login,200,OK,Thread Group 1-5,text,true,,1887,421,8,8,798,0,498
1532065107459,1360,41 /auth/login,400,Bad Request,Thread Group 1-3,text,false,,617,421,8,8,1360,0,1105
1532065108283,863,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-1,text,true,,51226,1123,8,8,369,0,0
1532065108820,413,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-3,,false,,515,404,8,8,413,0,0
1532065107626,1647,3 /api/Ticket/create,200,OK,Thread Group 1-4,text,true,,582,1442,8,8,1646,0,1054
1532065109234,515,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-3,,false,,515,567,8,8,515,0,0
1532065108562,1198,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-8,text,true,,200096,1269,8,8,441,0,0
1532065109282,497,41 /auth/login,200,OK,Thread Group 1-4,text,true,,2027,421,8,8,497,0,0
1532065109147,664,3 /api/Ticket/create,200,OK,Thread Group 1-1,text,true,,582,1296,8,8,664,0,0
1532065107971,1843,3 /api/Ticket/create,200,OK,Thread Group 1-2,text,true,,582,1387,8,8,1843,0,1126
1532065108719,1498,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-5,text,true,,200774,1189,8,8,758,0,0
1532065109816,640,41 /auth/login,200,OK,Thread Group 1-2,text,true,,1887,421,8,8,640,0,0
1532065108557,1920,3 /api/Ticket/create,200,OK,Thread Group 1-7,text,true,,582,1362,8,8,1920,0,1020
1532065110478,251,41 /auth/login,200,OK,Thread Group 1-7,text,true,,1932,426,8,8,251,0,0
1532065108319,2524,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-6,text,true,,201443,1215,8,8,1760,0,1040
1532065109760,1306,3 /api/Ticket/create,200,OK,Thread Group 1-8,text,true,,582,1442,8,8,1306,0,1024
1532065109750,1335,41 /auth/login,200,OK,Thread Group 1-3,text,true,,1771,424,8,8,1335,0,1043
1532065109812,1356,41 /auth/login,400,Bad Request,Thread Group 1-1,text,false,,617,421,8,8,1356,0,1041
1532065111170,738,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-1,,false,,515,404,8,8,737,0,0
1532065111066,885,41 /auth/login,200,OK,Thread Group 1-8,text,true,,2027,421,8,8,885,0,0
1532065110218,2047,3 /api/Ticket/create,200,OK,Thread Group 1-5,text,true,,582,1362,8,8,2047,0,1018
1532065109780,2491,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-4,text,true,,202773,1269,8,8,1748,0,1032
1532065111086,1747,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-3,text,true,,51878,1123,8,8,1491,0,0
1532065110843,2187,3 /api/Ticket/create,200,OK,Thread Group 1-6,text,true,,582,1387,8,8,2187,0,1038
1532065110457,2656,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-2,text,true,,203424,1189,8,8,1877,0,483
1532065111908,1270,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-1,,false,,515,568,8,8,1270,0,1025
1532065110730,2790,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-7,text,true,,203424,1215,8,8,2052,0,1028
1532065112266,1491,41 /auth/login,200,OK,Thread Group 1-5,text,true,,1771,424,8,8,1491,0,1023
1532065113179,583,41 /auth/login,200,OK,Thread Group 1-1,text,true,,1887,421,8,8,583,0,0
1532065112273,1528,3 /api/Ticket/create,200,OK,Thread Group 1-4,text,true,,582,1442,8,8,1528,0,1017
1532065111953,2194,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-8,text,true,,204093,1269,8,8,1456,0,1019
1532065113758,779,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-5,text,true,,51878,1123,8,8,535,0,0
1532065113802,841,41 /auth/login,200,OK,Thread Group 1-4,text,true,,1932,426,8,8,841,0,0
1532065113031,1635,41 /auth/login,400,Bad Request,Thread Group 1-6,text,false,,617,421,8,8,1635,0,1044
